user input,assistant response
"I am suffering from anxiety and nervousness, insomnia, abusing alcohol, weight gain, decreased appetite.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from depression, depressive or psychotic symptoms, abusing alcohol, weight gain, decreased appetite.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from depression, depressive or psychotic symptoms, insomnia, abusing alcohol, acne or pimples, difficulty eating.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from depression, depressive or psychotic symptoms, insomnia, acne or pimples, decreased appetite.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from insomnia, acne or pimples, weight gain, difficulty eating, decreased appetite.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depression, depressive or psychotic symptoms, insomnia, abusing alcohol, acne or pimples, decreased appetite.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from depression, depressive or psychotic symptoms, insomnia, abusing alcohol, acne or pimples, weight gain, difficulty eating.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from insomnia, abusing alcohol, difficulty eating.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from depression, depressive or psychotic symptoms, abusing alcohol, acne or pimples, weight gain, decreased appetite.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from depression, depressive or psychotic symptoms, insomnia, acne or pimples.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depression, abusing alcohol, difficulty eating.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from depression, depressive or psychotic symptoms, acne or pimples.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from depression, abusing alcohol, weight gain.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from depression, depressive or psychotic symptoms, abusing alcohol, acne or pimples, weight gain.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depressive or psychotic symptoms, acne or pimples, weight gain, difficulty eating.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from depression, insomnia, abusing alcohol, acne or pimples, weight gain, difficulty eating.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depression, abusing alcohol, acne or pimples, difficulty eating, decreased appetite.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depressive or psychotic symptoms, insomnia, abusing alcohol, difficulty eating, decreased appetite.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depression, depressive or psychotic symptoms, insomnia, acne or pimples, difficulty eating, decreased appetite.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depression, insomnia, abusing alcohol, weight gain.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from depression, abusing alcohol, weight gain, difficulty eating.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from depression, insomnia, abusing alcohol, acne or pimples.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, abusing alcohol, acne or pimples.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depression, insomnia, abusing alcohol, acne or pimples.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depressive or psychotic symptoms, acne or pimples, weight gain.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depression, insomnia, difficulty eating.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from depression, insomnia, acne or pimples, difficulty eating.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depression, depressive or psychotic symptoms, difficulty eating.",You may be suffering from eating disorder. It is advised to see a healthcare professional.
